gisid,longitude,latitude,study_name,year,species,site_id,site_name,county,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,qualifier,units,reported_as,pct_solids,dry_value,mean_is_au,county_name,wria_nr,lio_areas,ID,lipid_weight,time
144165,-122.4133029,47.6387442788999,PSMM2020,2020,Mytilus trossulus,EBFR,Four-Mile Rock,x,cobble_gravel,NCCOS,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20EBFR-MTW01,NOAA,119-5032,PS3919,2021-05-05T00:00:00Z,lipids,0.75,0.75,D,%,wet,NA,NA,52.2468193384222,King,8,South Central,299,1,85
132118,-122.413426999999,47.6388189999998,PSMM2018,2018,Mytilus trossulus,EB_FMR,"Elliott Bay, Four Mile Rock",x,gravel_sand,WDFW-TBiOS,2017-12-01T00:00:00Z,2018-02-27T00:00:00Z,EB_FMR,NOAA,119-4393,PS3650,2018-11-07T00:00:00Z,lipids,0.976490465,0.976490465,D,%,wet,NA,NA,52.2468193384222,King,8,South Central,202,1,88
144117,-122.576209,47.6444499999999,PSMM2020,2020,Mytilus trossulus,PSS13175-000010,"Fletcher Bay, Fox Cove",x,gravel_sand,SAM,2019-10-27T00:00:00Z,2020-01-21T00:00:00Z,20SAM010-MTW01,NOAA,119-4959,PS3915,2021-03-29T00:00:00Z,lipids,0.87,0.87,D,%,wet,NA,NA,8.28030625265843,Kitsap,15,West Sound,318,1,86
109295,-122.576239999999,47.6444499999999,PSMM2016,2016,Mytilus trossulus,PSS13175-000010,"Fletcher Bay, Fox Cove",x,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP010-MTW01,NOAA,119-3235,PS3339,2016-04-27T00:00:00Z,lipids,1.034571529,1.034571529,D,%,wet,NA,NA,8.28030625265843,Kitsap,15,West Sound,139,1,104
132124,-122.5759,47.6444699999998,PSMM2018,2018,Mytilus trossulus,PSS13175-000010,"Fletcher Bay, Fox Cove",x,cobble_gravel,SAM,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,PSS13175-000010,NOAA,119-4273,PS3643,2018-05-30T00:00:00Z,lipids,0.926421719,0.926421719,D,%,wet,NA,NA,8.28030625265843,Kitsap,15,West Sound,222,1,86
144102,-122.696667,47.642778,PSMM2020,2020,Mytilus trossulus,WPS_SVD,"Silverdale, Dyes Inlet",x,gravel_sand,Kitsap Co.,2019-10-27T00:00:00Z,2020-01-21T00:00:00Z,20WPS_SVD-MTW01,NOAA,119-4928,PS3913,2021-03-16T00:00:00Z,lipids,0.75,0.75,D,%,wet,NA,NA,34.2539874335426,Kitsap,15,West Sound,362,1,86
118078,-122.6967068,47.6427935999998,MWPE,2013,Mytilus trossulus,WPS_SVD,"Silverdale, Dyes Inlet",x,sand,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SVD-MTW01,NOAA,119-1772,MW2889,2013-07-22T00:00:00Z,lipids,0.97056390468737,0.97056390468737,D,%,wet,NA,NA,34.2539874335426,Kitsap,15,West Sound,72,1,56
132168,-122.6967,47.6428,PSMM2018,2018,Mytilus trossulus,WPS_SVD,"Silverdale, Dyes Inlet",x,mud_sand,Kitsap Co. Public Works,2017-12-01T00:00:00Z,2018-02-26T00:00:00Z,WPS_SVD,NOAA,119-4349,PS3647,2018-10-15T00:00:00Z,lipids,0.891867701,0.891867701,D,%,wet,NA,NA,34.2539874335426,Kitsap,15,West Sound,280,1,87
109346,-122.69668,47.6428879999999,PSMM2016,2016,Mytilus trossulus,WPS_SVD,"Sliverdale, Dyes Inlet",x,gravel_sand,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16WPS_SVD-MTW01,NOAA,119-3310,PS3343,2016-05-19T00:00:00Z,lipids,1.012166341,1.012166341,D,%,wet,NA,NA,34.2539874335426,Kitsap,15,West Sound,183,1,104
132112,-122.916698999998,47.646099,PSMM2018,2018,Mytilus trossulus,HC_DBE,Duckabush Estuary,x,mud_silt,Port Gamble S'Kllallam,2017-12-04T00:00:00Z,2018-02-26T00:00:00Z,HC_DBE,NOAA,119-4360,PS3648,2018-10-24T00:00:00Z,lipids,0.835314294,0.835314294,D,%,wet,NA,NA,6.2002888781897,Jefferson,16,Hood Canal,205,1,84
132176,-122.433423,47.659286,PSMM2018,2018,Mytilus trossulus,CPS_WPS,West Point South,x,mud_sand,WDFW-TBiOS,2017-12-06T00:00:00Z,2018-02-28T00:00:00Z,CPS_WPS,NOAA,119-4384,PS3649,2018-11-01T00:00:00Z,lipids,0.88008852,0.88008852,D,%,wet,NA,NA,14.2202432667246,King,8,South Central,201,1,84
109303,-122.49911,47.66122,PSMM2016,2016,Mytilus trossulus,PSS13175-000019,Skiff Point,x,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP019-MTW01,NOAA,119-3249,PS3340,2016-05-17T00:00:00Z,lipids,1.001585944,1.001585944,D,%,wet,NA,NA,13.9523660294579,Kitsap,15,West Sound,147,1,104
111521,-122.435959999999,47.6623299999998,MWPE,2013,Mytilus trossulus,CPS_DP,"Discovery Pk, West Pt",x,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_DP,NOAA,119-1676,MW2884,2013-06-04T00:00:00Z,lipids,0.81311621768496,0.81311621768496,D,%,wet,NA,NA,14.2202432667246,King,8,South Central,78,1,58
132169,-122.49884,47.66142,PSMM2018,2018,Mytilus trossulus,PSS13175-000019,Skiff Point,x,gravel_sand,SAM,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,PSS13175-000019,NOAA,119-4287,PS3644,2018-06-27T00:00:00Z,lipids,1.095983299,1.095983299,D,%,wet,NA,NA,13.9523660294579,Kitsap,15,West Sound,230,1,86
144125,-122.49884,47.66142,PSMM2020,2020,Mytilus trossulus,PSS13175-000019,Skiff Point,x,sand,SAM,2019-10-27T00:00:00Z,2020-01-21T00:00:00Z,20SAM019-MTW01,NOAA,119-4973,PS3916,2021-04-05T00:00:00Z,lipids,0.92,0.92,D,%,wet,NA,NA,13.9523660294579,Kitsap,15,West Sound,326,1,86
132175,-122.428955,47.6642889999998,PSMM2018,2018,Mytilus trossulus,CPS_WPN,West Point North,x,gravel_sand,WDFW-TBiOS,2017-12-06T00:00:00Z,2018-02-28T00:00:00Z,CPS_WPN,NOAA,119-4383,PS3649,2018-11-01T00:00:00Z,lipids,0.877631932,0.877631932,D,%,wet,NA,NA,14.2202432667246,King,8,South Central,200,1,84
132160,-122.401399999999,47.6662,PSMM2018,2018,Mytilus trossulus,CPS_SB,"Salmon Bay, Commodore Park",x,gravel_sand,WDFW-TBiOS,2017-12-01T00:00:00Z,2018-02-27T00:00:00Z,CPS_SB,NOAA,119-4381,PS3649,2018-11-01T00:00:00Z,lipids,0.895585101,0.895585101,D,%,wet,NA,NA,44.2669082125604,King,8,South Central,196,1,88
144157,-122.401799999999,47.6663,PSMM2020,2020,Mytilus trossulus,CPS_SB,"Salmon Bay, Commodore Park",x,gravel_sand,WDFW-TBiOS,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20CPS_SB-MTW01,NOAA,119-5024,PS3919,2021-05-05T00:00:00Z,lipids,0.89,0.89,D,%,wet,NA,NA,44.2669082125604,King,8,South Central,294,1,85
109350,-122.40179,47.66631,PSMM2016,2016,Mytilus trossulus,CPS_SB,Salmon Bay,x,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16CPS_SB-MTW01,NOAA,119-3320,PS3344,2016-05-24T00:00:00Z,lipids,0.837852679,0.837852679,D,%,wet,NA,NA,44.2669082125604,King,8,South Central,117,1,106
112548,-122.40179,47.66631,MWPE,2013,Mytilus trossulus,CPS_SB,Salmon Bay,x,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SB-MTW01,NOAA,119-1733,MW2887,2013-06-26T00:00:00Z,lipids,0.97558593136766,0.97558593136766,D,%,wet,NA,NA,44.2669082125604,King,8,South Central,25,1,58
132178,-122.5669386,47.6658230999998,PSMM2018,2018,Mytilus trossulus,PSS13175-000035,Williams Olson Park,x,mud_sand,SAM,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,PSS13175-000035,NOAA,119-4429,PS3702,2018-09-11T00:00:00Z,lipids,0.590466323,0.590466323,D,%,wet,NA,NA,4.86517533252721,Kitsap,15,West Sound,243,1,86
109315,-122.56694,47.66583,PSMM2016,2016,Mytilus trossulus,PSS13175-000035,Williams Olson Park,x,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP035-MTW01,NOAA,119-3267,PS3341,2016-05-17T00:00:00Z,lipids,1.127980503,1.127980503,D,%,wet,NA,NA,4.86517533252721,Kitsap,15,West Sound,159,1,104
144137,-122.56698,47.66586,PSMM2020,2020,Mytilus trossulus,PSS13175-000035,Williams Olson Park,x,mud_sand,SAM,2019-10-27T00:00:00Z,2020-01-21T00:00:00Z,20SAM035-MTW01,NOAA,119-4991,PS3917,2021-04-20T00:00:00Z,lipids,0.86,0.86,D,%,wet,NA,NA,4.86517533252721,Kitsap,15,West Sound,338,1,86
109340,-122.40654,47.67136,PSMM2016,2016,Mytilus trossulus,CPS_SHLB,Shilshole Bay Bay,x,cobble_gravel,King County,2015-10-26T00:00:00Z,2016-02-10T00:00:00Z,16CPS_SHLB-MTW01,NOAA,119-3304,PS3343,2016-05-19T00:00:00Z,lipids,0.879607858,0.879607858,D,%,wet,NA,NA,44.86655817738,King,8,South Central,118,1,107
132167,-122.40654,47.67136,PSMM2018,2018,Mytilus trossulus,CPS_SHLB,Shilshole Bay,x,mud_sand,King County,2017-12-01T00:00:00Z,2018-02-27T00:00:00Z,CPS_SHLB,NOAA,119-4358,PS3648,2018-10-24T00:00:00Z,lipids,0.826957619,0.826957619,D,%,wet,NA,NA,44.86655817738,King,8,South Central,197,1,88
144112,-122.506399999999,47.6822999999998,PSMM2020,2020,Mytilus trossulus,PSS13175-000003,Brackenwood Ln,x,mud_sand,SAM,2019-10-27T00:00:00Z,2020-01-21T00:00:00Z,20SAM003-MTW01,NOAA,119-4954,PS3915,2021-03-29T00:00:00Z,lipids,0.86,0.86,D,%,wet,NA,NA,9.55250439367311,Kitsap,15,West Sound,313,1,86
132096,-122.506399999999,47.68234,PSMM2018,2018,Mytilus trossulus,PSS13175-000003,Brackenwood Ln,x,mud_sand,SAM,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,PSS13175-000003,NOAA,119-4268,PS3643,2018-05-30T00:00:00Z,lipids,0.986622645,0.986622645,D,%,wet,NA,NA,9.55250439367311,Kitsap,15,West Sound,217,1,86
109290,-122.506473999999,47.6823389999998,PSMM2016,2016,Mytilus trossulus,PSS13175-000003,Brackenwood Ln,x,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP003-MTW01,NOAA,119-3230,PS3339,2016-04-27T00:00:00Z,lipids,1.032963596,1.032963596,D,%,wet,NA,NA,9.55250439367311,Kitsap,15,West Sound,134,1,104
132150,-122.543333,47.691389,PSMM2018,2018,Mytilus trossulus,CPS_HCV,"Port Madison, Hidden Cove",x,mud_sand,WDFW-TBiOS,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,CPS_HCV,NOAA,119-4377,PS3649,2018-11-01T00:00:00Z,lipids,0.911476657,0.911476657,D,%,wet,NA,NA,6.26022446262127,Kitsap,15,West Sound,191,1,86
109347,-122.544719999999,47.6933,PSMM2016,2016,Mytilus trossulus,CPS_HCV,"Port Madison, Hidden Cove",x,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16CPS_HCV-MTW01,NOAA,119-3311,PS3343,2016-05-19T00:00:00Z,lipids,1.00000229,1.00000229,D,%,wet,NA,NA,6.26022446262127,Kitsap,15,West Sound,113,1,104
111837,-122.5454,47.6940999999998,MWPE,2013,Mytilus trossulus,CPS_HCV,"Port Madison, Hidden Cove",x,mud,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,CPS_HCV,NOAA,119-1677,MW2884,2013-06-04T00:00:00Z,lipids,0.89661165797061,0.89661165797061,D,%,wet,NA,NA,6.26022446262127,Kitsap,15,West Sound,79,1,58
132144,-122.5947,47.6937,PSMM2018,2018,Mytilus trossulus,WPS_PB,Point Bolin,x,cobble_gravel,WDFW-TBiOS,2017-12-04T00:00:00Z,2018-02-26T00:00:00Z,WPS_PB,NOAA,119-4414,PS3651,2018-09-05T00:00:00Z,lipids,0.978239574,0.978239574,D,%,wet,NA,NA,10.739452257587,Kitsap,15,West Sound,279,1,84
117762,-122.59471,47.6937199999999,MWPE,2013,Mytilus trossulus,WPS_PB,Pt Bolin,x,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PB,NOAA,119-2050,MW2967,2013-11-21T00:00:00Z,lipids,0.97092150268307,0.97092150268307,D,%,wet,NA,NA,10.739452257587,Kitsap,15,West Sound,108,1,58
109354,-122.595889999999,47.6943399999998,PSMM2016,2016,Mytilus trossulus,WPS_PB,Point Bolin,x,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16WPS_PB-MTW01,NOAA,119-3324,PS3344,2016-05-24T00:00:00Z,lipids,1.255295453,1.255295453,D,%,wet,NA,NA,10.739452257587,Kitsap,15,West Sound,182,1,105
117683,-122.61744,47.6972,MWPE,2013,Mytilus trossulus,WPS_KP,"Liberty Bay, Keyport",x,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_KP-MTW01,NOAA,119-1767,MW2889,2013-07-22T00:00:00Z,lipids,1.30659082424936,1.30659082424936,D,%,wet,NA,NA,21.8499390986602,Kitsap,15,West Sound,66,1,55
111126,-122.380589999999,47.71325,MWPE,2013,Mytilus trossulus,CPS_CP,Carkeek Pk,x,sand,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_CP-MTW01,NOAA,119-1729,MW2887,2013-06-26T00:00:00Z,lipids,0.80180552695038,0.80180552695038,D,%,wet,NA,NA,48.725640045854,King,8,South Central,2,1,58
117841,-122.626689999999,47.71923,MWPE,2013,Mytilus trossulus,WPS_PO,"Liberty Bay, Poulsbo",x,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PO,NOAA,119-2052,MW2967,2013-11-21T00:00:00Z,lipids,1.1154593065923,1.1154593065923,D,%,wet,NA,NA,29.4151851851852,Kitsap,15,West Sound,110,1,58
112469,-122.373679999998,47.72948,MWPE,2013,Mytilus trossulus,CPS_RH,Richmond Highlands Bch,x,cobble_sad,NEP,2012-11-15T00:00:00Z,2013-01-09T00:00:00Z,CPS_RH,NOAA,119-1681,MW2884,2013-06-04T00:00:00Z,lipids,0.93253925161501,0.93253925161501,D,%,wet,NA,NA,19.8670769230769,King,8,South Central,83,1,55
144101,-122.5506,47.7293999999998,PSMM2020,2020,Mytilus trossulus,CPS_SQSO,"Suquamish, Stormwater Outfall",x,gravel_sand,Kitsap Co.,2019-10-27T00:00:00Z,2020-01-22T00:00:00Z,20CPS_SQSO-MTW01,NOAA,119-4927,PS3913,2021-03-16T00:00:00Z,lipids,0.75,0.75,D,%,wet,NA,NA,21.8355525965379,Kitsap,15,West Sound,295,1,87
112706,-122.5506191,47.7296078999998,MWPE,2013,Mytilus trossulus,CPS_SQSO,"Suquamish, SWO",x,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SQSO-MTW01,NOAA,119-1771,MW2889,2013-07-22T00:00:00Z,lipids,1.21798788093197,1.21798788093197,D,%,wet,NA,NA,21.8355525965379,Kitsap,15,West Sound,71,1,56
109343,-122.550419,47.7296169999998,PSMM2016,2016,Mytilus trossulus,CPS_SQSO,"Suquamish, Stormwater Outfall",x,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_SQSO-MTW01,NOAA,119-3307,PS3343,2016-05-19T00:00:00Z,lipids,1.266646118,1.266646118,D,%,wet,NA,NA,21.8355525965379,Kitsap,15,West Sound,119,1,105
132172,-122.550849999999,47.729633,PSMM2018,2018,Mytilus trossulus,CPS_SQSO,"Suquamish, Stormwater Outfall",x,gravel_sand,Kitsap Co. Public Work,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,CPS_SQSO,NOAA,119-4348,PS3647,2018-10-15T00:00:00Z,lipids,1.33909761,1.33909761,D,%,wet,NA,NA,21.8355525965379,Kitsap,15,West Sound,199,1,86
132134,-122.651219999999,47.73639,PSMM2018,2018,Mytilus trossulus,PSS13175-000029,Liberty Bay,x,mud_silt,SAM,2017-12-04T00:00:00Z,2018-02-26T00:00:00Z,PSS13175-000029,NOAA,119-4296,PS3644,2018-06-27T00:00:00Z,lipids,1.069445535,1.069445535,D,%,wet,NA,NA,45.4927258805511,Kitsap,15,West Sound,239,1,84
144133,-122.651275999999,47.7368039999999,PSMM2020,2020,Mytilus trossulus,PSS13175-000029,Liberty Bay,x,mud_silt,SAM,2019-10-29T00:00:00Z,2020-01-21T00:00:00Z,20SAM029-MTW01,NOAA,119-4981,PS3916,2021-04-05T00:00:00Z,lipids,0.8,0.8,D,%,wet,NA,NA,45.4927258805511,Kitsap,15,West Sound,334,1,84
109312,-122.6507,47.73747,PSMM2016,2016,Mytilus trossulus,PSS13175-000029,Liberty Bay,x,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP029-MTW01,NOAA,119-3258,PS3340,2016-05-17T00:00:00Z,lipids,0.996796063,0.996796063,D,%,wet,NA,NA,45.4927258805511,Kitsap,15,West Sound,156,1,102
112232,-122.48229,47.77971,MWPE,2013,Mytilus trossulus,CPS_PJ,Pt Jefferson,x,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PJ,NOAA,119-2051,MW2967,2013-11-21T00:00:00Z,lipids,0.80180692333359,0.80180692333359,D,%,wet,NA,NA,14.0974358974359,Kitsap,15,West Sound,109,1,58
132089,-122.4946,47.7872169999998,PSMM2018,2018,Mytilus trossulus,PSS13175-000046,Appletree Cove,x,mud_sand,SAM,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,PSS13175-000046,NOAA,119-4435,PS3702,2018-09-11T00:00:00Z,lipids,0.653495986,0.653495986,D,%,wet,NA,NA,11.5325542570952,Kitsap,15,West Sound,249,1,86
144143,-122.494209999999,47.7872399999998,PSMM2020,2020,Mytilus trossulus,PSS13175-000046,Appletree Cove,x,mud_sand,SAM,2019-10-27T00:00:00Z,2020-01-24T00:00:00Z,20SAM046-MTW01,NOAA,119-4997,PS3917,2021-04-20T00:00:00Z,lipids,0.82,0.82,D,%,wet,NA,NA,11.5325542570952,Kitsap,15,West Sound,344,1,89
109321,-122.494699999999,47.7873,PSMM2016,2016,Mytilus trossulus,PSS13175-000046,Appletree Cove,x,sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP046-MTW01,NOAA,119-3273,PS3341,2016-05-17T00:00:00Z,lipids,1.000641448,1.000641448,D,%,wet,NA,NA,11.5325542570952,Kitsap,15,West Sound,165,1,106
132123,-122.834736,47.781838,PSMM2018,2018,Mytilus trossulus,HC_FP,Fisherman's Point,x,cobble_gravel,WDFW-TBiOS,2017-12-05T00:00:00Z,2018-02-26T00:00:00Z,HC_FP,NOAA,119-4395,PS3650,2018-11-07T00:00:00Z,lipids,1.169000514,1.169000514,D,%,wet,NA,NA,0.52906162464986,Jefferson,17,Hood Canal,206,1,83
109351,-122.834429999999,47.7822099999999,PSMM2016,2016,Mytilus trossulus,HC_FP,Fisherman's Point,x,cobble_gravel,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16HC_FP-MTW01,NOAA,119-3321,PS3344,2016-05-24T00:00:00Z,lipids,1.250630486,1.250630486,D,%,wet,NA,NA,0.52906162464986,Jefferson,17,Hood Canal,121,1,105
144099,-122.5014,47.7969,PSMM2020,2020,Mytilus trossulus,CPS_KM,Kingston Marina,x,mud_sand,Kitsap Co.,2019-10-27T00:00:00Z,2020-01-22T00:00:00Z,20CPS_KM-MTW01,NOAA,119-4923,PS3913,2021-03-16T00:00:00Z,lipids,0.91,0.91,D,%,wet,NA,NA,11.6935507141827,Kitsap,15,West Sound,289,1,87
144168,-122.38808,47.81092,PSMM2020,2020,Mytilus trossulus,PSEM,Edmonds Marina,x,gravel_mud_sand,NCCOS,2019-10-28T00:00:00Z,2020-01-22T00:00:00Z,20PSEM-MTW01,NOAA,119-5041,PS3920,2021-04-28T00:00:00Z,lipids,0.81,0.81,D,%,wet,NA,NA,41.9701882845186,Snohomish,8,South Central,306,1,86
109357,-122.382149999999,47.814183,PSMM2016,2016,Mytilus trossulus,CPS_EF,Edmonds Ferry,x,gravel_sand,Snohomish County MRC,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16CPS_EF-MTW01,NOAA,119-3327,PS3344,2016-05-24T00:00:00Z,lipids,0.997484275,0.997484275,D,%,wet,NA,NA,41.9701882845186,Snohomish,8,South Central,112,1,102
111600,-122.382149999999,47.8141833333331,MWPE,2013,Mytilus trossulus,CPS_EF,Edmonds Ferry,x,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_EF-MTW01,NOAA,119-1823,MW2905,2013-06-27T00:00:00Z,lipids,0.9115112061253,0.9115112061253,D,%,wet,NA,NA,41.9701882845186,Snohomish,8,South Central,51,1,54
132116,-122.382199999999,47.8142,PSMM2018,2018,Mytilus trossulus,CPS_EF,Edmonds Ferry - Brackett's Landing,x,NA,Snohomish Co Public Works,2017-12-04T00:00:00Z,2018-02-27T00:00:00Z,CPS_EF,NOAA,119-4350,PS3647,2018-10-15T00:00:00Z,lipids,0.748249155,0.748249155,D,%,wet,NA,NA,41.9701882845186,Snohomish,8,South Central,190,1,85
144166,-122.38235,47.81425,PSMM2020,2020,Mytilus trossulus,PSEF,Edmonds Ferry,x,cobble_gravel_sand,NCCOS,2019-10-29T00:00:00Z,2020-01-22T00:00:00Z,20PSEF-MTW01,NOAA,119-5039,PS3920,2021-04-28T00:00:00Z,lipids,0.84,0.84,D,%,wet,NA,NA,41.9701882845186,Snohomish,8,South Central,304,1,85
144169,-122.687129999999,47.8324399999998,PSMM2020,2020,Mytilus trossulus,PSHC,Hood Canal,x,gravel_sand,NCCOS,2019-10-27T00:00:00Z,2020-01-21T00:00:00Z,20PSHC-MTW01,NOAA,119-5042,PS3920,2021-04-28T00:00:00Z,lipids,0.75,0.75,D,%,wet,NA,NA,5.23265895953757,Jefferson,17,Hood Canal,307,1,86
113417,-122.585049999999,47.8420599999998,MWPE,2013,Mytilus trossulus,HC_PGW,"Port Gamble, W",x,mud_sand,Port Gamble S'klallam Tribe,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_PGW-MTW01,NOAA,119-1770,MW2889,2013-07-22T00:00:00Z,lipids,0.92617353655737,0.92617353655737,D,%,wet,NA,NA,4.00175262894342,Kitsap,15,Hood Canal,69,1,56
109300,-122.335165,47.8544839999999,PSMM2016,2016,Mytilus trossulus,PSS13175-000016,Meadowdale Beach,x,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP016-MTW01,NOAA,119-3240,PS3339,2016-04-27T00:00:00Z,lipids,0.953854185,0.953854185,D,%,wet,NA,NA,24.5035169988276,Snohomish,8,South Central,144,1,102
132138,-122.334824999999,47.855685,PSMM2018,2018,Mytilus trossulus,PSS13175-000016,Meadowdale Beach,x,gravel_sand,SAM,2017-12-04T00:00:00Z,2018-02-27T00:00:00Z,PSS13175-000016,NOAA,119-4278,PS3643,2018-05-30T00:00:00Z,lipids,0.75929689,0.75929689,D,%,wet,NA,NA,24.5035169988276,Snohomish,8,South Central,227,1,85
144122,-122.334691,47.8560889999998,PSMM2020,2020,Mytilus trossulus,PSS13175-000016,Meadowdale Beach,x,cobble_gravel,SAM,2019-10-28T00:00:00Z,2020-01-22T00:00:00Z,20SAM016-MTW01,NOAA,119-4964,PS3915,2021-03-29T00:00:00Z,lipids,0.76,0.76,D,%,wet,NA,NA,24.5035169988276,Snohomish,8,South Central,323,1,86
132149,-122.57406018,47.8526895299999,PSMM2018,2018,Mytilus trossulus,HC_PGPJ,Port Gamble Bay,x,mud_sand,Port Gamble S'Klallam,2017-12-04T00:00:00Z,2018-02-26T00:00:00Z,HC_PGPJ,NOAA,119-4361,PS3648,2018-10-24T00:00:00Z,lipids,1.324325496,1.324325496,D,%,wet,NA,NA,2.05578011317704,Kitsap,15,Hood Canal,208,1,84
113338,-122.57429,47.8534099999998,MWPE,2013,Mytilus trossulus,HC_PGPJ,"Port Gamble, Pt Julia",x,mud_sand,Port Gamble S'klallam Tribe,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_PGPJ-MTW01,NOAA,119-1769,MW2889,2013-07-22T00:00:00Z,lipids,1.12481496749049,1.12481496749049,D,%,wet,NA,NA,2.05578011317704,Kitsap,15,Hood Canal,68,1,56
116419,-122.322199999999,47.91071,MWPE,2013,Mytilus trossulus,WB_MBG,"Mukilteo WWTP, Big Gulch",x,sand,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,WB_MBG,NOAA,119-2047,MW2967,2013-11-21T00:00:00Z,lipids,0.92678347042567,0.92678347042567,D,%,wet,NA,NA,43.9684106614016,Snohomish,8,Snohomish / Stillaguamish,104,1,57
144155,-122.52585,47.9073899999999,PSMM2020,2020,Mytilus trossulus,CPS_PNP,Point No Point,x,sand,WDFW-TBiOS,2019-10-27T00:00:00Z,2020-01-24T00:00:00Z,20CPS_PNP-MTW01,NOAA,119-5022,PS3919,2021-05-05T00:00:00Z,lipids,0.71,0.71,D,%,wet,NA,NA,6.0897649454007,Kitsap,15,West Sound,291,1,89
132147,-122.526057629999,47.9077006999999,PSMM2018,2018,Mytilus trossulus,CPS_PNP,Point No Point,x,sand,WDFW-TBiOS,2017-12-05T00:00:00Z,2018-02-26T00:00:00Z,CPS_PNP,NOAA,119-4379,PS3649,2018-11-01T00:00:00Z,lipids,0.855157516,0.855157516,D,%,wet,NA,NA,6.0897649454007,Kitsap,15,West Sound,194,1,83
109348,-122.526745,47.908594,PSMM2016,2016,Mytilus trossulus,CPS_PNP,Point No Point,x,cobble_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_PNP-MTW01,NOAA,119-3312,PS3343,2016-05-19T00:00:00Z,lipids,1.160174569,1.160174569,D,%,wet,NA,NA,6.0897649454007,Kitsap,15,West Sound,115,1,105
112311,-122.52672253,47.90860277,MWPE,2013,Mytilus trossulus,CPS_PNP,Point No Point,x,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,CPS_PNP,NOAA,119-1679,MW2884,2013-06-04T00:00:00Z,lipids,0.94418967470378,0.94418967470378,D,%,wet,NA,NA,6.0897649454007,Kitsap,15,West Sound,81,1,56
144145,-122.309721999998,47.9275,PSMM2020,2020,Mytilus trossulus,PSS13175-000048,Naketa Beach,x,cobble_gravel,SAM,2019-10-28T00:00:00Z,2020-01-22T00:00:00Z,20SAM048-MTW01,NOAA,119-5005,PS3918,2021-04-22T00:00:00Z,lipids,0.87,0.87,D,%,wet,NA,NA,39.3186813186813,Snohomish,8,Snohomish / Stillaguamish,346,1,86
